genre_ids,id,original_language,original_title,overview,popularity,release_date,title,vote_average,vote_count,nome_no_dataset,data_no_dataset
"[35, 18, 53]",466272,en,Once Upon a Time... in Hollywood,"Los Angeles, 1969. TV star Rick Dalton, a struggling actor specializing in westerns, and stuntman Cliff Booth, his best friend, try to survive in a constantly changing movie industry. Dalton is the neighbor of the young and promising actress and model Sharon Tate, who has just married the prestigious Polish director Roman Polanski…",20.9724,2019-07-24,Once Upon a Time... in Hollywood,7.427,14117,Once Upon a Time... in Hollywood,2019
[18],394117,en,The Florida Project,"The story of a precocious six year-old and her ragtag group of friends whose summer break is filled with childhood wonder, possibility and a sense of adventure while the adults around them struggle with hard times.",3.8117,2017-10-06,The Florida Project,7.427,2937,The Florida Project,2017
"[18, 80, 36]",522212,en,Just Mercy,"The powerful true story of Harvard-educated lawyer Bryan Stevenson, who goes to Alabama to defend the disenfranchised and wrongly condemned — including Walter McMillian, a man sentenced to death despite evidence proving his innocence. Bryan fights tirelessly for Walter with the system stacked against them.",5.4208,2019-12-25,Just Mercy,7.857,2368,Just Mercy,2019
"[18, 35]",400928,en,Gifted,"Frank, a single man raising his child prodigy niece Mary, is drawn into a custody battle with his mother.",6.1218,2017-04-07,Gifted,8.004,5736,Gifted,2017
"[12, 35, 18]",463257,en,The Peanut Butter Falcon,A down-on-his-luck crab fisherman embarks on a journey to get a young man with Down syndrome to a professional wrestling school in rural North Carolina and away from the retirement home where he’s lived for the past two and a half years.,4.5086,2019-08-09,The Peanut Butter Falcon,7.405,1505,The Peanut Butter Falcon,2019
"[80, 53, 10749]",320007,de,Victoria,A young Spanish woman who has newly moved to Berlin finds her flirtation with a local guy turn potentially deadly as their night out with his friends reveals a dangerous secret.,1.7068,2015-06-11,Victoria,7.62,1264,Victoria,2015
[18],336804,tr,Mustang,"In a Turkish village, five orphaned sisters live under strict rule while members of their family prepare their arranged marriages.",1.4207,2015-06-17,Mustang,7.737,1407,Mustang,2015
"[878, 12, 28]",283995,en,Guardians of the Galaxy Vol. 2,The Guardians must fight to keep their newfound family together as they unravel the mysteries of Peter Quill's true parentage.,19.3233,2017-04-19,Guardians of the Galaxy Vol. 2,7.612,22236,Guardians of the Galaxy Vol. 2,2017
"[28, 80]",339403,en,Baby Driver,"After being coerced into working for a crime boss, a young getaway driver finds himself taking part in a heist doomed to fail.",14.4455,2017-06-28,Baby Driver,7.445,16224,Baby Driver,2017
"[18, 28]",395991,en,Only the Brave,Members of the Granite Mountain Hotshots battle deadly wildfires to save an Arizona town.,18.7735,2017-09-22,Only the Brave,7.442,1705,Only the Brave,2017
"[53, 18]",296098,en,Bridge of Spies,"During the Cold War, the Soviet Union captures U.S. pilot Francis Gary Powers after shooting down his U-2 spy plane. Sentenced to 10 years in prison, Powers' only hope is New York lawyer James Donovan, recruited by a CIA operative to negotiate his release. Donovan boards a plane to Berlin, hoping to win the young man's freedom through a prisoner exchange. If all goes well, the Russians would get Rudolf Abel, the convicted spy who Donovan defended in court.",6.4314,2015-10-15,Bridge of Spies,7.235,7012,Bridge of Spies,2015
"[28, 12, 16, 10751]",260513,en,Incredibles 2,"Elastigirl springs into action to save the day, while Mr. Incredible faces his greatest challenge yet – taking care of the problems of his three children.",21.8852,2018-06-14,Incredibles 2,7.453,13229,Incredibles 2,2018
"[12, 35, 10751, 16]",277834,en,Moana,"In Ancient Polynesia, when a terrible curse incurred by Maui reaches an impetuous Chieftain's daughter's island, she answers the Ocean's call to seek out the demigod to set things right.",3.7612,2016-10-13,Moana,7.6,13266,Moana,2016
"[28, 80, 53]",273481,en,Sicario,An idealistic FBI agent is enlisted by a government task force to aid in the escalating war against drugs at the border area between the U.S. and Mexico.,14.5167,2015-09-17,Sicario,7.4,9062,Sicario,2015
"[18, 28]",312221,en,Creed,"The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed.",10.4978,2015-11-25,Creed,7.408,7675,Creed,2015
"[37, 80, 18]",338766,en,Hell or High Water,A divorced dad and his ex-con brother resort to a desperate scheme in order to save their family's farm in West Texas.,3.8212,2016-08-11,Hell or High Water,7.303,4623,Hell or High Water,2016
[18],205220,en,Philomena,"A woman searches for her adult son, who was taken away from her decades ago when she was forced to live in a convent.",1.9328,2013-11-01,Philomena,7.348,1649,Philomena,2013
"[878, 28, 18, 53]",119450,en,Dawn of the Planet of the Apes,"A group of scientists in San Francisco struggle to stay alive in the aftermath of a plague that is wiping out humanity, while Caesar tries to maintain dominance over his community of intelligent apes.",16.9847,2014-07-08,Dawn of the Planet of the Apes,7.333,11800,Dawn of the Planet of the Apes,2014
"[80, 18, 53]",77016,en,End of Watch,Two young officers are marked for death after confiscating a small cache of money and firearms from the members of a notorious cartel during a routine traffic stop.,6.1191,2012-09-20,End of Watch,7.352,3416,End of Watch,2012
"[10402, 18, 10749]",332562,en,A Star Is Born,"Seasoned musician Jackson Maine discovers — and falls in love with — struggling artist Ally. She has just about given up on her dream to make it big as a singer — until Jack coaxes her into the spotlight. But even as Ally's career takes off, the personal side of their relationship is breaking down, as Jack fights an ongoing battle with his own internal demons.",9.7728,2018-10-03,A Star Is Born,7.498,11925,A Star Is Born,2018
"[18, 12, 37]",44264,en,True Grit,"Following the murder of her father by a hired hand, a 14-year-old farm girl sets out to capture the killer. To aid her, she hires the toughest U.S. Marshal she can find—a man with 'true grit'—Reuben J. 'Rooster' Cogburn.",6.3834,2010-12-22,True Grit,7.307,5453,True Grit,2010
"[10751, 35, 16]",20352,en,Despicable Me,"Villainous Gru lives up to his reputation as a despicable, deplorable and downright unlikable guy when he hatches a plan to steal the moon from the sky. But he has a tough time staying on task after three orphans land in his care.",15.41,2010-07-08,Despicable Me,7.251,15560,Despicable Me,2010
"[35, 18]",40807,en,50/50,"Inspired by a true story, a comedy centered on a 27-year-old guy who learns of his cancer diagnosis and his subsequent struggle to beat the disease.",3.1819,2011-09-30,50/50,7.174,3887,50/50,2011
"[28, 80]",23483,en,Kick-Ass,"Dave Lizewski is an unnoticed high school student and comic book fan who one day decides to become a super-hero, even though he has no powers, training or meaningful reason to do so.",7.633,2010-03-26,Kick-Ass,7.123,11972,Kick-Ass,2010
[18],60308,en,Moneyball,"The story of Oakland Athletics general manager Billy Beane's successful attempt to put together a baseball team on a budget, by employing computer-generated analysis to draft his players.",6.8163,2011-09-23,Moneyball,7.281,5435,Moneyball,2011
"[35, 27]",19908,en,Zombieland,"Columbus has made a habit of running from what scares him. Tallahassee doesn't have fears. If he did, he'd kick their ever-living ass. In a world overrun by zombies, these two are perfectly evolved survivors. But now, they're about to stare down the most terrifying prospect of all: each other.",10.9502,2009-10-02,Zombieland,7.258,12659,Zombieland,2009
"[28, 12, 80, 9648]",10528,en,Sherlock Holmes,Eccentric consulting detective Sherlock Holmes and Doctor John Watson battle to bring down a new nemesis and unravel a deadly plot that could destroy England.,11.1951,2009-12-23,Sherlock Holmes,7.215,14315,Sherlock Holmes,2009
[18],22881,en,The Blind Side,"The story of Michael Oher, a homeless and traumatized boy who became an All American football player and first round NFL draft pick with the help of a caring woman and her family.",9.4214,2009-11-20,The Blind Side,7.672,6570,The Blind Side,2009
[18],250319,en,The Visitor,"When Tom travels across the country to locate the Daughter he never knew, undeniable questions of consequence rise to the surface when he offers a ride to stranded young woman.",0.6927,2007-05-10,The Visitor,0.0,0,The Visitor,2007
[18],11321,en,Seven Pounds,An IRS agent with a fateful secret embarks on an extraordinary journey of redemption by forever changing the lives of seven strangers.,4.433,2008-12-18,Seven Pounds,7.605,6966,Seven Pounds,2008
"[53, 80, 9648]",2252,en,Eastern Promises,A Russian teenager living in London dies during childbirth but leaves clues in her diary that could tie her child to a rape involving a violent Russian mob family.,5.6514,2007-09-14,Eastern Promises,7.356,3507,Eastern Promises,2007
"[12, 14, 10749, 10751]",2270,en,Stardust,"In a countryside town bordering on a magical land, a young man makes a promise to his beloved that he'll retrieve a fallen star by venturing into the magical realm. His journey takes him into a world beyond his wildest dreams and reveals his true identity.",8.667,2007-08-10,Stardust,7.283,4215,Stardust,2007
"[16, 10751, 14]",26963,en,The Secret of Kells,"Adventure awaits 12 year old Brendan who must fight Vikings and a serpent god to find a crystal and complete the legendary Book of Kells. In order to finish Brother Aiden's book, Brendan must overcome his deepest fears on a secret quest that will take him beyond the abbey walls and into the enchanted forest where dangerous mythical creatures hide. Will Brendan succeed in his quest?",1.7256,2009-02-09,The Secret of Kells,7.409,734,The Secret of Kells,2009
"[80, 18, 53]",388,en,Inside Man,"When an armed, masked gang enter a Manhattan bank, lock the doors and take hostages, the detective assigned to effect their release enters negotiations preoccupied with corruption charges he is facing.",10.6462,2006-03-17,Inside Man,7.396,6042,Inside Man,2006
"[80, 18, 9648]",4771,en,Gone Baby Gone,"When 4 year old Amanda McCready disappears from her home and the police make little headway in solving the case, the girl's aunt, Beatrice McCready hires two private detectives, Patrick Kenzie and Angie Gennaro. The detectives freely admit that they have little experience with this type of case, but the family wants them for two reasons—they're not cops and they know the tough neighborhood in which they all live.",3.1498,2007-09-18,Gone Baby Gone,7.305,3936,Gone Baby Gone,2007
"[14, 18, 53, 10749]",1491,en,The Illusionist,"With his eye on a lovely aristocrat, a gifted illusionist named Eisenheim uses his powers to win her away from her betrothed, a crown prince. But Eisenheim's scheme creates tumult within the monarchy and ignites the suspicion of a dogged inspector.",6.7238,2006-08-18,The Illusionist,7.296,5064,The Illusionist,2006
"[18, 53, 80]",12877,en,Dead Man's Shoes,A soldier returns to his small town and exacts a deadly revenge on the thugs who tormented his disabled brother while he was away.,0.5657,2004-09-29,Dead Man's Shoes,7.117,561,Dead Man's Shoes,2004
"[12, 14]",767,en,Harry Potter and the Half-Blood Prince,"As Lord Voldemort tightens his grip on both the Muggle and wizarding worlds, Hogwarts is no longer a safe haven. Harry suspects perils may even lie within the castle, but Dumbledore is more intent upon preparing him for the final battle fast approaching. Together they work to find the key to unlock Voldemorts defenses and to this end, Dumbledore recruits his old friend and colleague Horace Slughorn, whom he believes holds crucial information. Even as the decisive showdown looms, romance blossoms for Harry, Ron, Hermione and their classmates. Love is in the air, but danger lies ahead and Hogwarts may never be the same again.",22.8245,2009-07-15,Harry Potter and the Half-Blood Prince,7.682,20089,Harry Potter and the Half-Blood Prince,2009
